Date,Open,High,Low,Close,Adj Close,Volume
12/21/15,26.82,26.842501,26.3925,26.8325,24.605413,190362400
12/22/15,26.85,26.93,26.612499,26.807501,24.582485,131157600
12/23/15,26.817499,27.2125,26.799999,27.1525,24.898855,130629600
12/24/15,27.25,27.25,26.987499,27.0075,24.765888,54281600
12/28/15,26.897499,26.922501,26.545,26.705,24.488491,106816800
12/29/15,26.74,27.3575,26.715,27.184999,24.928656,123724800
12/30/15,27.145,27.174999,26.795,26.83,24.603115,100855200
12/31/15,26.752501,26.7575,26.205,26.315001,24.130863,163649200
1/4/16,25.6525,26.342501,25.5,26.3375,24.151495,270597600
1/5/16,26.4375,26.4625,25.602501,25.6775,23.546276,223164000
1/6/16,25.139999,25.592501,24.967501,25.174999,23.085485,273829600
1/7/16,24.67,25.032499,24.1075,24.112499,22.111176,324377600
1/8/16,24.637501,24.7775,24.190001,24.24,22.228088,283192000
1/11/16,24.7425,24.764999,24.334999,24.6325,22.588011,198957600
1/12/16,25.137501,25.172501,24.709999,24.99,22.915834,196616800
1/13/16,25.08,25.297501,24.325001,24.3475,22.326666,249758400
1/14/16,24.49,25.120001,23.934999,24.879999,22.814968,252680400
1/15/16,24.049999,24.4275,23.84,24.282499,22.267059,319335600
1/19/16,24.602501,24.6625,23.875,24.165001,22.159311,212350800
1/20/16,23.775,24.547501,23.355,24.1975,22.189119,289337600
1/21/16,24.264999,24.469999,23.735001,24.075001,22.076778,208646000
1/22/16,24.657499,25.365,24.592501,25.355,23.250544,263202000
1/25/16,25.379999,25.3825,24.8025,24.860001,22.796625,207178000
1/26/16,24.9825,25.219999,24.5175,24.997499,22.922714,300308000
1/27/16,24.01,24.157499,23.334999,23.355,21.416546,533478800
1/28/16,23.4475,23.629999,23.0975,23.522499,21.570137,222715200
1/29/16,23.6975,24.334999,23.5875,24.334999,22.315203,257666000
2/1/16,24.1175,24.1775,23.85,24.1075,22.106586,163774000
2/2/16,23.855,24.01,23.57,23.620001,21.659548,149428800
2/3/16,23.75,24.209999,23.52,24.0875,22.088243,183857200
2/4/16,23.965,24.3325,23.797501,24.15,22.265728,185886800
2/5/16,24.129999,24.23,23.422501,23.504999,21.671051,185672400
2/8/16,23.282499,23.924999,23.26,23.752501,21.899239,216085600
2/9/16,23.5725,23.985001,23.4825,23.747499,21.894629,177324800
2/10/16,23.98,24.0875,23.525,23.567499,21.728674,169374400
2/11/16,23.4475,23.68,23.147499,23.424999,21.597294,200298800
2/12/16,23.547501,23.625,23.252501,23.497499,21.664141,161405600
2/16/16,23.754999,24.2125,23.6525,24.16,22.274946,196231600
2/17/16,24.1675,24.5525,24.0375,24.530001,22.616077,179452800
2/18/16,24.709999,24.7225,24.022499,24.065001,22.187357,156084000
2/19/16,24,24.190001,23.950001,24.01,22.13665,141496800
2/22/16,24.077499,24.225,23.98,24.219999,22.330261,137123200
2/23/16,24.1,24.125,23.637501,23.672501,21.825481,127770400
2/24/16,23.495001,24.094999,23.33,24.025,22.150476,145022800
2/25/16,24.012501,24.190001,23.8125,24.190001,22.302607,110330800
2/26/16,24.299999,24.504999,24.145,24.227501,22.337183,115964400
2/29/16,24.215,24.557501,24.1625,24.172501,22.286472,140865200
3/1/16,24.4125,25.192499,24.355,25.1325,23.171562,201628400
3/2/16,25.127501,25.2225,24.91,25.1875,23.222277,132678400
3/3/16,25.145,25.4275,25.112499,25.375,23.395149,147822800
3/4/16,25.592501,25.9375,25.342501,25.752501,23.743198,184220400
3/7/16,25.5975,25.7075,25.24,25.467501,23.480427,143315600
3/8/16,25.195,25.440001,25.1,25.2575,23.286814,126247600
3/9/16,25.327499,25.395,25.067499,25.280001,23.30756,108806800
3/10/16,25.352501,25.559999,25.0375,25.2925,23.319082,134054400
3/11/16,25.559999,25.57,25.375,25.565001,23.570324,109632800
3/14/16,25.477501,25.727501,25.445,25.629999,23.630249,100304400
3/15/16,25.99,26.295,25.9625,26.145,24.105066,160270800
3/16/16,26.1525,26.577499,26.147499,26.4925,24.425457,153214000
3/17/16,26.379999,26.6175,26.24,26.450001,24.386271,137682800
3/18/16,26.584999,26.625,26.297501,26.48,24.413931,176820800
3/21/16,26.4825,26.9125,26.285,26.477501,24.411627,142010800
3/22/16,26.3125,26.8225,26.3025,26.68,24.598326,129777600
3/23/16,26.620001,26.7675,26.475,26.532499,24.462337,102814000
3/24/16,26.3675,26.5625,26.2225,26.4175,24.356312,104532000
3/28/16,26.5,26.547501,26.264999,26.297501,24.245667,77645600
3/29/16,26.2225,26.9475,26.219999,26.92,24.819599,124760400
3/30/16,27.1625,27.605,27.15,27.389999,25.252926,182404400
3/31/16,27.43,27.475,27.219999,27.247499,25.121546,103553600
4/1/16,27.195,27.5,27.049999,27.497499,25.352041,103496000
4/4/16,27.605,28.047501,27.567499,27.780001,25.612495,149424800
4/5/16,27.377501,27.682501,27.355,27.452499,25.310551,106314800
4/6/16,27.557501,27.745001,27.299999,27.74,25.575619,105616400
4/7/16,27.487499,27.605,27.030001,27.135,25.01782,127207600
4/8/16,27.227501,27.442499,27.0425,27.165001,25.045483,94326800
4/11/16,27.2425,27.6525,27.2075,27.254999,25.128462,117630000
4/12/16,27.334999,27.625,27.165001,27.610001,25.455761,108929200
4/13/16,27.700001,28.084999,27.700001,28.01,25.824554,133029200
4/14/16,27.905001,28.0975,27.8325,28.025,25.838377,101895600
4/15/16,28.0275,28.075001,27.432501,27.4625,25.319771,187756000
4/18/16,27.2225,27.237499,26.735001,26.870001,24.773502,243286000
4/19/16,26.969999,27,26.557501,26.727501,24.64212,129539600
4/20/16,26.66,27.022499,26.514999,26.782499,24.692827,122444000
4/21/16,26.7325,26.7325,26.379999,26.4925,24.425457,126210000
4/22/16,26.252501,26.620001,26.155001,26.42,24.358612,134732400
4/25/16,26.25,26.4125,26.127501,26.27,24.220316,112126400
4/26/16,25.977501,26.325001,25.977501,26.0875,24.052053,224064800
4/27/16,24,24.6775,23.92,24.455,22.546925,458408400
4/28/16,24.4025,24.469999,23.5625,23.7075,21.857752,328970800
4/29/16,23.497499,23.68,23.127501,23.434999,21.606516,274126000
5/2/16,23.4925,23.52,23.1,23.41,21.583462,192640400
5/3/16,23.549999,23.934999,23.42,23.795,21.938423,227325200
5/4/16,23.799999,23.975,23.455,23.547501,21.710232,164102000
5/5/16,23.5,23.5175,23.17,23.309999,21.622116,143562000
5/6/16,23.342501,23.362499,22.9625,23.18,21.501526,174799600
5/9/16,23.25,23.442499,23.147499,23.1975,21.517763,131745600
5/10/16,23.3325,23.3925,23.0275,23.355,21.663855,134747200
5/11/16,23.370001,23.3925,23.115,23.127501,21.452827,114876400
5/12/16,23.18,23.195,22.3675,22.584999,20.949615,305258800
5/13/16,22.5,22.9175,22.5,22.629999,20.991352,177571200
5/16/16,23.0975,23.5975,22.9125,23.469999,21.770525,245039200
5/17/16,23.637501,23.674999,23.252501,23.372499,21.680086,187667600
5/18/16,23.540001,23.8025,23.4725,23.639999,21.928221,168249600
5/19/16,23.66,23.66,23.3925,23.549999,21.844732,121768400
5/20/16,23.66,23.8575,23.629999,23.805,22.081272,128104000
5/23/16,23.967501,24.297501,23.9175,24.1075,22.361866,152074400
5/24/16,24.305,24.522499,24.209999,24.475,22.702753,140560800
5/25/16,24.6675,24.934999,24.5275,24.905001,23.101624,152675200
5/26/16,24.92,25.182501,24.66,25.102501,23.284821,225324800
5/27/16,24.860001,25.1175,24.8125,25.0875,23.270901,145364800
5/31/16,24.9,25.1,24.705,24.965,23.157272,169228800
6/1/16,24.754999,24.885,24.5825,24.615,22.832619,116693200
6/2/16,24.4,24.459999,24.157499,24.43,22.661007,160766400
6/3/16,24.4475,24.567499,24.362499,24.48,22.707397,114019600
6/6/16,24.497499,25.4725,24.387501,24.657499,22.872042,93170000
6/7/16,24.8125,24.967501,24.74,24.7575,22.9648,89638000
6/8/16,24.754999,24.889999,24.67,24.735001,22.94393,83392400
6/9/16,24.625,24.997499,24.615,24.9125,23.108574,106405600
6/10/16,24.6325,24.8375,24.620001,24.7075,22.918419,126851600
6/13/16,24.672501,24.780001,24.275,24.334999,22.572893,152082000
6/14/16,24.33,24.620001,24.1875,24.365,22.600721,127727600
6/15/16,24.455,24.602501,24.2575,24.285,22.526514,117780800
6/16/16,24.112499,24.4375,24.0175,24.387501,22.62159,125307200
6/17/16,24.155001,24.1625,23.825001,23.8325,22.106781,244032800
6/20/16,24,24.1425,23.7575,23.775,22.053446,137647600
6/21/16,23.735001,24.0875,23.67,23.977501,22.241278,142185600
6/22/16,24.0625,24.2225,23.8375,23.887501,22.157795,116876400
6/23/16,23.985001,24.0725,23.8125,24.025,22.285337,128960800
6/24/16,23.227501,23.665001,23.1625,23.35,21.659212,301245600
6/27/16,23.25,23.262501,22.875,23.01,21.343834,181958400
6/28/16,23.225,23.415001,23.035,23.397499,21.703278,161779600
6/29/16,23.4925,23.637501,23.407499,23.6,21.891113,146124000
6/30/16,23.610001,23.942499,23.575001,23.9,22.169392,143345600
7/1/16,23.872499,24.1175,23.8325,23.9725,22.236649,104106000
7/5/16,23.8475,23.85,23.615,23.747499,22.027931,110820800
7/6/16,23.65,23.915001,23.592501,23.8825,22.153156,123796400
7/7/16,23.924999,24.125,23.905001,23.985001,22.248238,100558400
7/8/16,24.122499,24.2225,24.012501,24.17,22.419844,115648400
7/11/16,24.1875,24.4125,24.182501,24.245001,22.489408,95179600
7/12/16,24.2925,24.424999,24.280001,24.355,22.591448,96670000
7/13/16,24.352501,24.4175,24.209999,24.217501,22.463905,103568800
7/14/16,24.3475,24.747499,24.33,24.6975,22.909155,155676000
7/15/16,24.73,24.825001,24.625,24.695,22.906828,120548000
7/18/16,24.674999,25.032499,24.65,24.9575,23.150314,145975600
7/19/16,24.889999,25,24.834999,24.967501,23.159594,95119600
7/20/16,25,25.115,24.934999,24.99,23.180466,105104000
7/21/16,24.9575,25.25,24.782499,24.8575,23.05756,130808000
7/22/16,24.815001,24.825001,24.577499,24.665001,22.878998,113254800
7/25/16,24.5625,24.709999,24.23,24.334999,22.572893,161531600
7/26/16,24.205,24.4925,24.105,24.1675,22.417522,224959200
7/27/16,26.067499,26.0875,25.6875,25.737499,23.873837,369379200
7/28/16,25.7075,26.112499,25.705,26.084999,24.196173,159479200
7/29/16,26.047501,26.137501,25.92,26.0525,24.166031,110934800
8/1/16,26.102501,26.5375,26.102501,26.512501,24.592722,152671600
8/2/16,26.512501,26.5175,26,26.120001,24.228643,135266400
8/3/16,26.202499,26.459999,26.192499,26.4475,24.532433,120810400
8/4/16,26.395,26.5,26.32,26.467501,24.683979,109634800
8/5/16,26.567499,26.9125,26.545,26.870001,25.059349,162213600
8/8/16,26.879999,27.092501,26.790001,27.092501,25.266861,112148800
8/9/16,27.057501,27.235001,27.002501,27.202499,25.369448,105260800
8/10/16,27.1775,27.225,26.940001,27,25.180595,96034000
8/11/16,27.129999,27.2325,26.9625,26.9825,25.164272,109938000
8/12/16,26.945,27.110001,26.945,27.045,25.222561,74641600
8/15/16,27.035,27.385,27.02,27.370001,25.525658,103472800
8/16/16,27.407499,27.557501,27.3025,27.344999,25.502352,135177600
8/17/16,27.275,27.342501,27.084999,27.305,25.465042,101424000
8/18/16,27.307501,27.4,27.254999,27.27,25.4324,87938800
8/19/16,27.192499,27.422501,27.09,27.34,25.497684,101472400
8/22/16,27.215,27.275,26.9625,27.127501,25.299501,103280800
8/23/16,27.147499,27.33,27.1325,27.2125,25.378775,85030800
8/24/16,27.1425,27.1875,26.92,27.0075,25.187588,94700400
8/25/16,26.8475,26.969999,26.67,26.8925,25.080336,100344800
8/26/16,26.852501,26.987499,26.577499,26.735001,24.933451,111065200
8/29/16,26.655001,26.860001,26.5725,26.705,24.905468,99881200
8/30/16,26.450001,26.625,26.375,26.5,24.714283,99455600
8/31/16,26.415001,26.6425,26.41,26.525,24.737598,118649600
9/1/16,26.535,26.700001,26.405001,26.682501,24.884487,106806000
9/2/16,26.924999,27,26.705,26.932501,25.117641,107210000
9/6/16,26.975,27.075001,26.877501,26.924999,25.110647,107521600
9/7/16,26.9575,27.190001,26.7675,27.09,25.26453,169457200
9/8/16,26.8125,26.817499,26.309999,26.379999,24.602367,212008000
9/9/16,26.16,26.43,25.782499,25.782499,24.045135,186228000
9/12/16,25.6625,26.43,25.6325,26.360001,24.583719,181171200
9/13/16,26.877501,27.1975,26.809999,26.987499,25.168934,248704800
9/14/16,27.182501,28.2575,27.15,27.942499,26.05958,443554800
9/15/16,28.465,28.932501,28.372499,28.8925,26.945564,359934400
9/16/16,28.780001,29.032499,28.51,28.73,26.794018,319547600
9/19/16,28.797501,29.045,28.3125,28.395,26.481592,188092000
9/20/16,28.262501,28.530001,28.127501,28.3925,26.479259,138057200
9/21/16,28.4625,28.497499,28.110001,28.387501,26.474596,144012800
9/22/16,28.5875,28.735001,28.5,28.655001,26.72407,124296000
9/23/16,28.605,28.6975,27.887501,28.1775,26.278751,209924800
9/26/16,27.91,28.3475,27.887501,28.219999,26.318382,119477600
9/27/16,28.25,28.295,28.084999,28.272499,26.367344,98429600
9/28/16,28.422501,28.66,28.3575,28.487499,26.567848,118564400
9/29/16,28.290001,28.450001,27.950001,28.045,26.155176,143548000
9/30/16,28.115,28.342501,27.950001,28.262501,26.358019,145516400
10/3/16,28.1775,28.262501,28.07,28.129999,26.234444,86807200
10/4/16,28.264999,28.577499,28.157499,28.25,26.346359,118947200
10/5/16,28.35,28.415001,28.172501,28.262501,26.358019,85812400
10/6/16,28.424999,28.584999,28.282499,28.4725,26.553865,115117200
10/7/16,28.577499,28.639999,28.377501,28.514999,26.593506,97433600
10/10/16,28.754999,29.1875,28.68,29.012501,27.057482,144944000
10/11/16,29.424999,29.672501,29.049999,29.075001,27.11577,256164000
10/12/16,29.3375,29.495001,29.1875,29.334999,27.358246,150347200
10/13/16,29.1975,29.360001,28.93,29.245001,27.274313,140769600
10/14/16,29.469999,29.5425,29.282499,29.407499,27.425865,142608800
10/17/16,29.3325,29.459999,29.195,29.387501,27.407213,94499600
10/18/16,29.545,29.5525,29.362499,29.3675,27.388559,98214000
10/19/16,29.3125,29.440001,28.450001,29.280001,27.306953,80138400
10/20/16,29.215,29.344999,29.0825,29.264999,27.292965,96503200
10/21/16,29.202499,29.227501,29.07,29.15,27.185713,92770800
10/24/16,29.275,29.434999,29.25,29.4125,27.430527,94154800
10/25/16,29.487499,29.59,29.327499,29.5625,27.570415,192516000
10/26/16,28.577499,28.924999,28.327499,28.897499,26.950226,264536800
10/27/16,28.8475,28.965,28.525,28.620001,26.691429,138248000
10/28/16,28.467501,28.8025,28.362499,28.43,26.514235,151446800
10/31/16,28.4125,28.557501,28.299999,28.385,26.47226,105677600
11/1/16,28.365,28.442499,27.6325,27.872499,25.994299,175303200
11/2/16,27.85,28.0875,27.807501,27.897499,26.017614,113326800
11/3/16,27.745001,27.865,27.387501,27.4575,25.738737,107730400
11/4/16,27.1325,27.5625,27.0275,27.209999,25.506733,123348000
11/7/16,27.52,27.627501,27.365,27.602501,25.874666,130240000
11/8/16,27.577499,27.93,27.424999,27.764999,26.026987,97016800
11/9/16,27.469999,27.83,27.012501,27.719999,25.98481,236705600
11/10/16,27.772499,27.772499,26.4575,26.9475,25.260664,228538000
11/11/16,26.780001,27.217501,26.637501,27.1075,25.410645,136575600
11/14/16,26.9275,26.952499,26.02,26.4275,24.773212,204702000
11/15/16,26.6425,26.92,26.540001,26.7775,25.101303,129058000
11/16/16,26.674999,27.557501,26.65,27.497499,25.776234,235362000
11/17/16,27.452499,27.5875,27.2075,27.487499,25.766859,110528000
11/18/16,27.43,27.635,27.415001,27.514999,25.792639,113715600
11/21/16,27.530001,27.997499,27.502501,27.932501,26.184004,117058400
11/22/16,27.987499,28.105,27.85,27.950001,26.200409,103862000
11/23/16,27.84,27.877501,27.5825,27.807501,26.066828,109705600
11/25/16,27.782499,27.967501,27.737499,27.9475,26.198067,45903600
11/28/16,27.8575,28.1175,27.8475,27.8925,26.146509,108776000
11/29/16,27.695,28.0075,27.5175,27.865,26.120728,114115200
11/30/16,27.9,28.049999,27.567499,27.629999,25.900434,144649200
12/1/16,27.592501,27.735001,27.2575,27.372499,25.659063,148347600
12/2/16,27.2925,27.522499,27.2125,27.475,25.755138,106112000
12/5/16,27.5,27.5075,27.0625,27.2775,25.570004,137298000
12/6/16,27.375,27.59,27.297501,27.487499,25.766859,104782000
12/7/16,27.315001,27.797501,27.290001,27.7575,26.019957,119994800
12/8/16,27.715,28.1075,27.65,28.030001,26.2754,108273200
12/9/16,28.077499,28.674999,28.077499,28.487499,26.70426,137610400
12/12/16,28.3225,28.75,28.122499,28.325001,26.551935,105497600
12/13/16,28.459999,28.98,28.4375,28.797501,26.994856,174935200
12/14/16,28.76,29.049999,28.745001,28.797501,26.994856,136127200
12/15/16,28.844999,29.182501,28.807501,28.955,27.142494,186098000
12/16/16,29.1175,29.125,28.9125,28.9925,27.17765,177404400
12/19/16,28.950001,29.344999,28.9375,29.16,27.334663,111117600
12/20/16,29.184999,29.375,29.17,29.237499,27.407312,85700000
12/21/16,29.200001,29.35,29.195,29.264999,27.433092,95132800
12/22/16,29.0875,29.127501,28.91,29.0725,27.252644,104343600
12/23/16,28.897499,29.129999,28.897499,29.129999,27.306541,56998000
12/27/16,29.129999,29.450001,29.122499,29.315001,27.479965,73187600
12/28/16,29.379999,29.504999,29.049999,29.190001,27.362791,83623600
12/29/16,29.112499,29.2775,29.1,29.182501,27.355759,60158000
12/30/16,29.1625,29.299999,28.8575,28.955,27.142494,122345200
1/3/17,28.950001,29.0825,28.690001,29.0375,27.219833,115127600
1/4/17,28.9625,29.127501,28.9375,29.004999,27.189369,84472400
1/5/17,28.98,29.215,28.952499,29.1525,27.327635,88774400
1/6/17,29.195,29.540001,29.1175,29.477501,27.632288,127007600
1/9/17,29.487499,29.8575,29.485001,29.747499,27.885387,134247600
1/10/17,29.692499,29.844999,29.575001,29.7775,27.913511,97848400
1/11/17,29.684999,29.9825,29.65,29.9375,28.063496,110354400
1/12/17,29.725,29.825001,29.5525,29.8125,27.946316,108344800
1/13/17,29.7775,29.905001,29.702499,29.76,27.897104,104447600
1/17/17,29.584999,30.059999,29.555,30,28.122086,137759200
1/18/17,30,30.125,29.9275,29.997499,28.119741,94852000
1/19/17,29.85,30.022499,29.842501,29.945,28.07053,102389200
1/20/17,30.112499,30.112499,29.932501,30,28.122086,130391600
1/23/17,30,30.202499,29.942499,30.02,28.140833,88200800
1/24/17,29.887501,30.025,29.875,29.9925,28.115057,92844000
1/25/17,30.105,30.525,30.07,30.469999,28.562662,129510400
1/26/17,30.4175,30.610001,30.4,30.485001,28.576723,105350400
1/27/17,30.535,30.5875,30.4,30.487499,28.579069,82251600
1/30/17,30.2325,30.407499,30.165001,30.407499,28.504076,121510000
1/31/17,30.2875,30.3475,30.155001,30.3375,28.438457,196804000
2/1/17,31.7575,32.622501,31.752501,32.1875,30.172649,447940000
2/2/17,31.995001,32.3475,31.945,32.1325,30.121098,134841600
2/3/17,32.077499,32.297501,32.040001,32.27,30.249989,98029200
2/6/17,32.282501,32.625,32.224998,32.572498,30.533546,107383600
2/7/17,32.634998,33.022499,32.612499,32.8825,30.824152,152735200
2/8/17,32.837502,33.055,32.805,33.009998,30.943666,92016400
2/9/17,32.912498,33.112499,32.779999,33.105,31.167267,113399600
2/10/17,33.115002,33.235001,33.012501,33.029999,31.096655,80262000
2/13/17,33.27,33.455002,33.1875,33.322498,31.372034,92141600
2/14/17,33.3675,33.772499,33.3125,33.755001,31.779215,132904800
2/15/17,33.880001,34.067501,33.654999,33.877499,31.894552,142492400
2/16/17,33.9175,33.974998,33.709999,33.837502,31.856894,90338400
2/17/17,33.775002,33.9575,33.775002,33.93,31.94397,88792800
2/21/17,34.057499,34.1875,33.994999,34.174999,32.174633,98028800
2/22/17,34.107498,34.279999,34.0275,34.2775,32.271126,83347600
2/23/17,34.345001,34.369999,34.075001,34.1325,32.134621,83152800
2/24/17,33.977501,34.165001,33.82,34.165001,32.165211,87106400
2/27/17,34.285,34.360001,34.07,34.232498,32.228767,81029600
2/28/17,34.27,34.360001,34.174999,34.247501,32.242886,93931600
3/1/17,34.4725,35.037498,34.400002,34.947498,32.90192,145658400
3/2/17,35,35.07,34.689999,34.740002,32.706562,104844000
3/3/17,34.695,34.9575,34.647499,34.945,32.899563,84432400
3/6/17,34.842499,34.942501,34.650002,34.834999,32.795998,87000000
3/7/17,34.764999,34.994999,34.697498,34.880001,32.838367,69785200
3/8/17,34.737499,34.950001,34.705002,34.75,32.715973,74828800
3/9/17,34.685001,34.697498,34.262501,34.669998,32.640663,88623600
3/10/17,34.8125,34.84,34.66,34.785,32.74892,78451200
3/13/17,34.712502,34.857498,34.705002,34.799999,32.763046,69686800
3/14/17,34.825001,34.912498,34.709999,34.747501,32.713631,61236400
3/15/17,34.852501,35.1875,34.7575,35.115002,33.059616,102767200
3/16/17,35.18,35.255001,35.064999,35.172501,33.113743,76928000
3/17/17,35.25,35.25,34.9725,34.997501,32.948997,175540000
3/20/17,35.099998,35.375,35.057499,35.365002,33.294979,86168000
3/21/17,35.5275,35.700001,34.932499,34.959999,32.913689,158119600
3/22/17,34.962502,35.400002,34.939999,35.355,33.285568,103440800
3/23/17,35.314999,35.395,35.1525,35.23,33.167885,81385200
3/24/17,35.375,35.435001,35.087502,35.16,33.101986,89582400
3/27/17,34.8475,35.305,34.654999,35.220001,33.158478,94300400
3/28/17,35.227501,36.009998,35.154999,35.950001,33.845741,133499200
3/29/17,35.919998,36.122501,35.797501,36.029999,33.921055,116760000
3/30/17,36.047501,36.125,35.875,35.982498,33.876339,84829200
3/31/17,35.93,36.067501,35.752499,35.915001,33.812782,78646800
4/3/17,35.927502,36.029999,35.762501,35.924999,33.822197,79942800
4/4/17,35.8125,36.2225,35.7925,36.192501,34.074047,79565600
4/5/17,36.055,36.365002,35.952499,36.005001,33.897522,110871600
4/6/17,36.072498,36.130001,35.862499,35.915001,33.812782,84596000
4/7/17,35.932499,36.044998,35.817501,35.834999,33.737476,66688800
4/10/17,35.900002,35.970001,35.724998,35.7925,33.69746,75733600
4/11/17,35.735001,35.837502,35.014999,35.407501,33.334995,121517600
4/12/17,35.400002,35.537498,35.252499,35.450001,33.375004,81400000
4/13/17,35.477501,35.595001,35.262501,35.262501,33.198486,71291600
4/17/17,35.369999,35.470001,35.217499,35.4575,33.382061,66328400
4/18/17,35.352501,35.509998,35.2775,35.299999,33.23378,58790000
